id,name,type
25072579,Prototype Sky Striker Ace - Amatsu,Link Monster
25119460,YZ-Tank Dragon,Fusion Monster
25132288,Light End Dragon,Synchro Monster
25165047,Life Stream Dragon,Synchro Tuner Monster
25200959,Cyberse Integrator,Synchro Monster
25341652,Maestroke the Symphony Djinn,XYZ Monster
25342956,Gem-Knight Master Diamond Dispersion,Fusion Monster
25366484,Elemental HERO Shining Flare Wingman,Fusion Monster
25373678,Vortex the Whirlwind,Synchro Monster
25472513,Celestial Double Star Shaman,Synchro Tuner Monster
25577965,Flametongue the Burning Blade,Link Monster
25586143,Predaplant Chimerafflesia,Fusion Monster
25655502,Bickuribox,Fusion Monster
25682811,Dragunity Knight - Barcha,Synchro Monster
25725326,Prank-Kids Meow-Meow-Mu,Link Monster
25793414,Windwitch - Crystal Bell,Fusion Monster
25853045,Full Armored Black Ray Lancer,XYZ Monster
25862681,Ancient Fairy Dragon,Synchro Monster
25904894,"Karakuri Super Shogun mdl 00N ""Bureibu""",Synchro Monster
25919316,Pitknight Filly,Link Monster
25958491,Ancient Sacred Wyvern,Synchro Monster
26050548,Extox Hydra,Fusion Monster
26096328,Superdreadnought Rail Cannon Juggernaut Liebe,XYZ Monster
26211048,Inzektor Exa-Stag,XYZ Monster
26268488,Stardust Sifr Divine Dragon,Synchro Monster
26273196,Time Wizard of Tomorrow,Fusion Monster
26304459,Ancient Flamvell Deity,Synchro Monster
26326541,Shiranui Swordsaga,Synchro Monster
26329679,Constellar Omega,XYZ Monster
26435595,Patissciel Couverture,Pendulum Effect Fusion Monster
26443791,Battlewasp - Ballista the Armageddon,Synchro Monster
26462013,Primite Dragon Nether Berzelius,Fusion Monster
26556950,Number 84: Pain Gainer,XYZ Monster
26563200,Muzurhythm the String Djinn,XYZ Monster
26593852,Ally of Justice Catastor,Synchro Monster
26692769,The Phantom Knights of Rusty Bardiche,Link Monster
26847978,Tri-Brigade Ferrijit the Barren Blossom,Link Monster
26949946,Mecha Phantom Beast Jaculuslan,Synchro Monster
26973555,Number F0: Utopic Draco Future,XYZ Monster
26988374,Magikey Deity - Ashtartu,XYZ Monster
27069566,Virtual World Phoenix - Fanfan,XYZ Monster
27096833,Borreload Liberator Dragon,Link Monster
27118421,Starving Venom Fusion Dragon of the Four Heavenly Dragons,Fusion Monster
27134689,Master of Oz,Fusion Monster
27184601,Artmage Diactorus,Fusion Monster
27240101,Kikinagashi Fucho,XYZ Monster
27315304,Mist Wurm,Synchro Monster
27337596,Hieratic Dragon King of Atum,XYZ Monster
27346636,Gladiator Beast Heraklinos,Fusion Monster
27381364,Spright Elf,Link Monster
27420823,"K9-17 ""Ripper""",XYZ Monster
27519978,Charmer Quartet in Bloom,Link Monster
27548199,Borreload Savage Dragon,Synchro Monster
27552504,"Beatrice, Lady of the Eternal",XYZ Monster
27565379,Battlewasp - Azusa the Ghost Bow,Synchro Tuner Monster
27572350,Bystial Dis Pater,Synchro Monster
27632520,Fairy Tail - Wiccat,XYZ Monster
27693363,Ursarctic Polari,Synchro Monster
27873305,D/D/D Wave Oblivion King Caesar Ragnarok,Fusion Monster
28016193,Metalfoes Orichalc,Fusion Monster
28143384,Aerial Eater,Fusion Monster
28150174,Photon Papilloperative,XYZ Monster
28168628,Rock of the Vanquisher,Link Monster
28168762,Sunvine Gardna,Link Monster
28226490,Tearlaments Kaleido-Heart,Fusion Monster
28240337,Red-Eyes Zombie Necro Dragon,Synchro Monster
28290705,Fairy King Albverdich,XYZ Monster
28331069,Neo Galaxy-Eyes Photon Dragon - Photon Howling,XYZ Monster
28346136,Galaxy-Eyes Cipher X Dragon,XYZ Monster
28373620,Geri the Runick Fangs,Fusion Monster
28400508,Number 97: Draglubion,XYZ Monster
28403802,P.U.N.K. JAM Dragon Drive,Synchro Monster
28497830,Gold Pride - Pin Baller,Fusion Monster
28593363,Deepsea Shark,Fusion Monster
28677304,Elemental HERO Dark Neos,Fusion Monster
28776350,Akashic Magician,Link Monster
28781003,Raider's Knight,XYZ Monster
28798938,Dual Avatar - Manifested A-Un,Fusion Monster
28912357,Gear Gigant X,XYZ Monster
28981598,Nine-Lives Cat,XYZ Monster
29053656,Crimson Dragon Quetzalcoatl,Synchro Monster
29071332,Armory Arm,Synchro Monster
29085954,Number 78: Number Archive,XYZ Monster
29095552,Masked HERO Acid,Fusion Monster
29143726,"Samsara, Dragon of Rebirth",Synchro Monster
29208536,Number 45: Crumble Logos the Prophet of Demolition,XYZ Monster
29296344,Quadborrel Dragon,Link Monster
29301450,S:P Little Knight,Link Monster
29325276,Odd-Eyes Solblaze Dragon,Synchro Tuner Monster
29343734,Elemental HERO Electrum,Fusion Monster
29357687,"Gorgon, Empress of the Evil Eyed",Link Monster
29357956,Gladiator Beast Nerokius,Fusion Monster
29423048,Infernal Flame Banshee,XYZ Monster
29455728,Twin Photon Lizard,Fusion Monster
29479265,Unchained Abomination,Link Monster
29510428,Imperial Princess Quinquery,XYZ Monster
29515122,"Digvorzhak, King of Heavy Industry",XYZ Monster
29552709,Daigusto Sphreez,Synchro Monster
29669359,Number 61: Volcasaurus,XYZ Monster
29765339,Watthydra,Synchro Monster
29929832,Marine Beast,Fusion Monster
29981921,Legendary Six Samurai - Shi En,Synchro Monster
30010480,Gouki Thunder Ogre,Link Monster
30064423,Topologic Blaster Dragon,Link Monster
30086349,Meteor Black Comet Dragon,Fusion Monster
30095833,Odd-Eyes Rebellion Xyz Dragon,XYZ Pendulum Effect Monster
30100551,"Minerva, the Exalted Lightsworn",XYZ Monster
30118200,Appliancer Vacculephant,Link Monster
30128445,Transcendosaurus Drillygnathus,XYZ Monster
30138615,Nightmare-Eyes Restrict,Fusion Monster
30163008,"Ra'ten, the Heavenly General",Link Monster
30194529,Ningirsu the World Chalice Warrior,Link Monster
30275298,"Cyber End Dragon, the Final Strike Dragon",Fusion Monster
30286474,Gouki The Master Ogre,Link Monster
30342076,Link Decoder,Link Monster
30350202,"Eclipse, Dragon Ruler of Catastrophes",XYZ Monster
30439101,Melffy of the Forest,XYZ Monster
30581601,Yummy★Snatchy,Link Monster
30604579,"Thor, Lord of the Aesir",Synchro Monster
30607616,"Oboro-Guruma, the Wheeled Mayakashi",Synchro Monster
30674956,"Wynn the Wind Charmer, Verdant",Link Monster
30691817,Marincess Sea Angel,Link Monster
30698243,Red Hypernova Dragon,Synchro Monster
30741334,Coach King Giantrainer,XYZ Monster
30741503,"Galatea, the Orcust Automaton",Link Monster
30757127,Destiny HERO - Dangerous,Fusion Monster
30757396,Blood Mefist,Synchro Monster
30822527,Decode Talker Extended,Link Monster
30864377,Gladiator Beast Tamer Editor,Fusion Monster
30983281,Accel Synchro Stardust Dragon,Synchro Monster
30989084,Aromalilith Rosemary,Link Monster
30998403,D/D/D Sky King Zeus Ragnarok,Link Monster
31010081,DoomZ Break - Diactorus,XYZ Monster
31086840,Number 69: Heraldry Crest - Shatter Stream,XYZ Monster
31111109,Elemental HERO Divine Neos,Fusion Monster
31114334,Assault Blackwing - Kusanagi the Gathering Storm,Synchro Monster
31123642,ZS - Utopic Sage,XYZ Monster
31226177,Imduk the World Chalice Dragon,Link Monster
31286915,"K9-X ""Ripper/M""",XYZ Monster
31313405,Salamangreat Pyro Phoenix,Link Monster
31320433,Number 47: Nightmare Shark,XYZ Monster
31339260,Zombie Warrior,Fusion Monster
31385077,Chaos Goddess,Synchro Monster
31386180,"Tiras, Keeper of Genesis",XYZ Monster
31411835,Hecahands Dandalos,Fusion Monster
31437713,Number 82: Heartlandraco,XYZ Monster
31533473,Clown Crew Diabolo,Fusion Monster
31539614,Antidote Nurse,XYZ Monster
31563350,Zubaba General,XYZ Monster
31603289,Cupsy★Yummy Way,Synchro Tuner Monster
31632536,Laval Dual Slasher,Synchro Monster
31801517,Number 62: Galaxy-Eyes Prime Photon Dragon,XYZ Monster
31817415,Armed Neos,Fusion Monster
31833038,Borreload Dragon,Link Monster
31897444,Defender of the Labyrinth,Link Monster
31919988,Dark Diviner,Synchro Monster
31924889,Arcanite Magician,Synchro Monster
32003338,Number 34: Terror-Byte,XYZ Monster
32138660,Reptilianne Melusine,Synchro Monster
32216688,R.B. The Brute Blues,Link Monster
32224143,Ghostrick Socuteboss,XYZ Monster
32232538,D/D/D Wise King Solomon,XYZ Monster
32289031,Tellarknight Constellar Delteros,XYZ Monster
32302078,Dhampir Vampire Sheridan,XYZ Monster
32355828,Skelgon,Fusion Monster
32446630,Number C43: High Manipulator of Chaos,XYZ Monster
32448765,Trickstar Holly Angel,Link Monster
32453837,Number 2: Ninja Shadow Mosquito,XYZ Monster
32467459,El Shaddoll Meshahrail,Fusion Monster
32480825,T.G. Mighty Striker,Synchro Tuner Monster
32485271,Rose Spectre of Dunn,Fusion Monster
32519092,Monk of the Tenyi,Link Monster
32530043,Gallant Granite,XYZ Monster
32559361,Number C9: Chaos Dyson Sphere,XYZ Monster
32615065,Shura the Combat Star,Fusion Monster
32617464,Tri-Gate Wizard,Link Monster
32646477,Dark Strike Fighter,Synchro Monster
32751480,Mystical Sand,Fusion Monster
32752319,UFOroid Fighter,Fusion Monster
32775808,Archfiend's Manifestation,Fusion Monster
32828466,Wake Up Your Elemental HERO,Fusion Monster
32986898,Steel Star Regulator,Link Monster
32991300,Fiendsmith's Agnumday,Link Monster
32995007,"Celestial Wolf Lord, Blue Sirius",Synchro Monster
32995276,Link Disciple,Link Monster
33026283,Dual Avatar - Empowered Kon-Gyo,Fusion Monster
33113958,LeVirtue Dragon,XYZ Monster
33129626,Centaur Mina,Fusion Monster
33158448,F.A. Dawn Dragster,Synchro Monster
33171768,Axon Kicker Oracle,Fusion Monster
33198837,Naturia Beast,Synchro Monster
33202303,Earthbound Servant Geo Gremlina,Fusion Monster
33206889,Performage Trapeze Witch,Fusion Monster
33236860,Blackwing - Silverwind the Ascendant,Synchro Monster
33250142,Ultimate Flagship Ursatron,Fusion Monster
33413279,Explosive Magician,Synchro Monster
33467872,Deep Sea Repetiteur,Synchro Tuner Monster
33541430,Flower Cardian Moonflowerviewing,Synchro Tuner Monster
33574806,Elemental HERO Escuridao,Fusion Monster
33652635,Gladiator Beast Domitianus,Fusion Monster
33691040,Pragtical,Fusion Monster
33698022,Black Rose Moonlight Dragon,Synchro Monster
33760966,Dracotail Arthalion,Fusion Monster
33776843,Number C15: Gimmick Puppet Giant Hunter,XYZ Monster
33779875,Teardrop the Rikka Queen,XYZ Monster
33781156,Tri-Brigade Arms Mouser,Link Monster
33897356,Shootingcode Talker,Link Monster
33909817,Sylvan Princessprite,XYZ Monster
33918636,Superheavy Samurai Scarecrow,Link Monster
33955120,Rage Rose Witch,Synchro Monster
33964637,Secret Six Samurai - Rihan,Fusion Monster
33972299,Geo Genex,Synchro Monster
34001672,Goblin Biker Big Gabonga,XYZ Monster
34031284,Ojama Emperor,Link Monster
34086406,Lavalval Chain,XYZ Monster
34109611,Daigusto Falcos,Synchro Monster
34116027,Dragunity Knight - Gae Dearg,Synchro Monster
34149150,Horned Brute Carnovorus,Synchro Tuner Monster
34235530,Legendary Lord Six Samurai - Shi En,Synchro Monster
34408491,Beelze of the Diabolic Dragons,Synchro Monster
34446231,Infernoid Flood,Link Monster
34472920,Honeybot,Link Monster
34481518,Grenosaurus Giga-Cannon,XYZ Monster
34528176,Dragunity Knight - Areus,Synchro Monster
34755994,"Artemis, the Magistus Moon Maiden",Link Monster
34848821,Brigrand the Glory Dragon,Fusion Monster
34876719,N.As.H. Knight,XYZ Monster
34904525,Gate Guardian of Thunder and Wind,Fusion Monster
34909328,Ryzeal Detonator,XYZ Monster
34945480,Outer Entity Azathot,XYZ Monster
34974462,Bloom Harmonist the Melodious Composer,Link Monster
34989413,Reprodocus,Link Monster
35035985,Embers of the Ashened,Fusion Monster
35057188,Battlewasp - Grand Partisan the Revolution,Synchro Monster
35103106,Evolzar Lars,XYZ Monster
35187185,"Oneiros, the Dream Mirror Erlking",Fusion Monster
35252119,Virtual World Beast - Jiujiu,Synchro Monster
35306215,Condemned Darklord,Link Monster
35334193,S-Force Justify,Link Monster
35606858,Masterking Archfiend,Link Monster
35752363,Vermillion Sparrow,Fusion Monster
35772782,Number 67: Pair-a-Dice Smasher,XYZ Monster
35809262,Elemental HERO Flame Wingman,Fusion Monster
35834119,Fish Lamp,Synchro Tuner Monster
35871958,Ghostrick Festival,Link Monster
35877582,"Aiwass, the Magistus Spell Spirit",Fusion Monster
35952884,Shooting Quasar Dragon,Synchro Monster
36076683,Number 73: Abyss Splash,XYZ Monster
36114945,"Yuki-Onna, the Icicle Mayakashi",Link Monster
36256625,Super Vehicroid Jumbo Drill,Fusion Monster
36319131,Fighting Flame Dragon,Fusion Monster
36320744,"Angelica, Princess of Noble Arms",Synchro Monster
36346532,Paleozoic Cambroraster,Link Monster
36407615,Chaos King Archfiend,Synchro Monster
36429703,Raidraptor - Wise Strix,Link Monster
36556781,Dragunity Knight - Gormfaobhar,Synchro Monster
36608728,Saiba the Fighting Swordsmith,Synchro Monster
36609518,Evil★Twin Lil-la,Link Monster
36757171,Evilswarm Bahamut,XYZ Monster
36768783,"Armillyre, the Starleader Dragon",Link Monster
36776089,Sky Cavalry Centaurea,XYZ Monster
36841733,Elemental HERO Grandmerge,Fusion Monster
36857073,Hot Red Dragon Archfiend Bane,Synchro Monster
36898537,Metaphys Horus,Synchro Monster
36953371,Superheavy Samurai Ogre Shutendoji,Synchro Monster
37038993,"Puralis, the Purple Pyrotile",Synchro Tuner Monster
37057012,Cyber Ogre 2,Fusion Monster
37057743,Brotherhood of the Fire Fist - Lion Emperor,XYZ Monster
37129797,Vampire Sucker,Link Monster
37164373,Madolche Queen Tiaramisu,XYZ Monster
37192109,PSY-Framelord Zeta,Synchro Monster
37260677,"Zoroa, the Magistus Verethragna",Fusion Monster
37260946,Morphtronic Earfon,Synchro Monster
37261776,Salamangreat Violet Chimera,Fusion Monster
37279508,Number 37: Hope Woven Dragon Spider Shark,XYZ Monster
37337327,Junk Connector,Link Monster
37354507,Ninja Grandmaster Saizo,Link Monster
37414347,F.A. Shining Star GT,Link Monster
37421579,Charubin the Fire Knight,Fusion Monster
37440988,Rainbow Overdragon,Fusion Monster
37442336,Cosmic Quasar Dragon,Synchro Monster
37458564,Cyberse Contract Witch,Link Monster
37474917,Catapult Warrior,Synchro Monster
37491810,Parametalfoes Azortless,Pendulum Effect Fusion Monster
37542782,Cyberdark End Dragon,Fusion Monster
37649320,Paleozoic Opabinia,XYZ Monster
37663536,Ancient Gear Megaton Golem,Fusion Monster
37675907,Accel Synchron,Synchro Tuner Monster
37678339,"Oneiros, the Dream Mirror Tormentor",Fusion Monster
37683441,Trickstar Noble Angel,Link Monster
37706769,The Executor of the Underworld - Pluto,Synchro Tuner Monster
37818794,Red-Eyes Dark Dragoon,Fusion Monster
37880706,Duelittle Chimera,Link Monster
37910722,Ascension Sky Dragon,Synchro Monster
37926346,Steelswarm Roach,XYZ Monster
37972500,GranSolfachord Musecia,Link Monster
37993923,Junk Gardna,Synchro Monster
38026562,Vola-Chemicritter Methydraco,XYZ Monster
38030232,Tenyi Spirit - Sahasrara,Link Monster
38148100,Aromaseraphy Rosemary,Synchro Monster
38180759,Unformed Void,XYZ Monster
38192988,Red-Eyes Zombie Dragon Lord,Synchro Monster
38229962,Giant Beetrooper Invincible Atlas,Link Monster
38250531,Crimson Knight Vampire Bram,XYZ Monster
38264974,Chimera the Illusion Beast,Fusion Monster
38273745,Evilswarm Ouroboros,XYZ Monster
38342335,Knightmare Unicorn,Link Monster
38354018,Superdreadnought Rail Cannon Flying Launcher,XYZ Monster
38354937,Locomotion R-Genex,Synchro Monster
38406364,Some Summer Summoner,Link Monster
38423248,Invoked Magistus Omega,Fusion Monster
38495396,Constellar Ptolemy M7,XYZ Monster
38502358,Mekk-Knight Spectrum Supreme,Link Monster
38694052,"Voloferniges, the Darkest Dragon Doomrider",XYZ Monster
38745241,Madolche Mini Meowcaroons,Link Monster
38811586,Albion the Sanctifire Dragon,Fusion Monster
38904695,Infernity Doom Archfiend,Synchro Monster
39030163,Galaxy-Eyes Full Armor Photon Dragon,XYZ Monster
39064822,Knightmare Goblin,Link Monster
39138610,Allied Code Talker @Ignister,Link Monster
39139935,Number 33: Chronomaly Machu Mech,XYZ Monster
39272762,Neo Galaxy-Eyes Photon Dragon,XYZ Monster
39317553,Drill Driver Vespenato,XYZ Monster
39341885,"Radiant Typhoon Varuroon, the Marine Eidolon",Link Monster
39402797,Trident Dragion,Synchro Monster
39475024,"Gashadokuro, the Skeletal Mayakashi",Synchro Monster
39477584,Fabled Leviathan,Synchro Monster
39512984,Gem-Knight Master Diamond,Fusion Monster
39528955,Crusadia Spatha,Link Monster
39552584,"Grapha, Dragon Overlord of Dark World",Fusion Monster
39576656,Kewl Tune Crackle,Synchro Tuner Monster
39622156,Number 26: Spaceway Octobypass,XYZ Monster
39752820,Lib the World Key Blademaster,Link Monster
39765958,Hot Red Dragon Archfiend,Synchro Monster
39767432,Sorcerer of Sebek,Link Monster
39823987,Sun Dragon Inti,Synchro Monster
39880350,Sunavalon Dryades,Link Monster
39915560,Starving Venom Predapower Fusion Dragon,Fusion Monster
39943352,Daidaratant the Ooze Giant,XYZ Pendulum Effect Monster
39964797,Crystron Quandax,Synchro Tuner Monster
39972129,Number 64: Ronin Raccoon Sandayu,XYZ Monster
39987164,Vylon Disigma,XYZ Monster
39998992,X-Krawler Synaphysis,Link Monster
40080312,Elemental HERO Nebula Neos,Fusion Monster
40101111,Ultimate Axon Kicker,Fusion Monster
40139997,Ruddy Rose Dragon,Synchro Monster
40173854,Amphibious Bugroth,Fusion Monster
40216089,Platinum Gadget,Link Monster
40251688,Infernoble Knight Captain Roland,Synchro Tuner Monster
40390147,Starliege Lord Galaxion,XYZ Monster
40391316,Ojama Knight,Fusion Monster
40418351,Cyberdark Dragon,Fusion Monster
40424929,Battlecruiser Dianthus,XYZ Monster
40509732,Samurai Destroyer,Synchro Monster
40529384,Exploder Dragonwing,Synchro Monster
40636712,Frightfur Kraken,Fusion Monster
40669071,Excode Talker,Link Monster
40673853,"Vallon, the Super Psy Skyblaster",XYZ Monster
40680521,Mamonaka the Vaylantz United,Pendulum Effect Fusion Monster
40702028,DPH Gendamoore,Synchro Tuner Monster
40706444,Argostars - Adventurous Arion,XYZ Monster
40854197,Elemental HERO Absolute Zero,Fusion Monster
40908371,Azure-Eyes Silver Dragon,Synchro Monster
40939228,Shooting Majestic Star Dragon,Synchro Monster
41069676,Kewl Tune Loudness War,Synchro Tuner Monster
41147577,CXyz Simon the Great Moral Leader,XYZ Monster
41209827,Starving Venom Fusion Dragon,Fusion Monster
41232647,House Dragonmaid,Fusion Monster
41248270,Traffic Ghost,Link Monster
41302052,Trickstar Bella Madonna,Link Monster
41309158,CXyz Mechquipped Djinn Angeneral,XYZ Monster
41373230,Titaniklad the Ash Dragon,Fusion Monster
41375811,Zoodiac Chakanine,XYZ Monster
41436536,Elemental HERO Phoenix Enforcer,Fusion Monster
41462083,Thousand Dragon,Fusion Monster
41463181,Salamangreat Heatleo,Link Monster
41517789,Star Eater,Synchro Monster
41517968,Elemental HERO Darkbright,Fusion Monster
41522092,Number F0: Utopic Future Zexal,XYZ Monster
41524885,Exosister Asophiel,XYZ Monster
41544074,Kamionwizard,Fusion Monster
41578483,Millennium-Eyes Restrict,Fusion Monster
41659072,"Judgment, the Dragon of Heaven",Synchro Monster
41685633,Thunder Dragon Titan,Fusion Monster
41721210,Dark Magician the Dragon Knight,Fusion Monster
41739381,Clockwork Knight,Link Monster
41763141,Fata Dragna,Fusion Monster
41924516,"Silvera, Wolf Tamer of the White Forest",Synchro Tuner Monster
41999284,Linkuriboh,Link Monster
42021064,"Dogurad, the Stonetrooper",Link Monster
42097666,Spirit with Eyes of Blue,Link Monster
42110604,Hi-Speedroid Chanbara,Synchro Monster
42125140,Dracotail Shaulas,Fusion Monster
42160203,Supreme King Dragon Dark Rebellion,XYZ Monster
42166000,Egyptian God Slime,Fusion Monster
42209438,Legendary Lord Six Samurai - Kizan,Synchro Monster
42216237,Angel of Zera,Synchro Monster
42230449,Number 2: Numeron Gate Dve,XYZ Monster
42291297,Flower Cardian Lightshower,Synchro Monster
42302563,Elfnote Seraphim Strelitzia,Synchro Monster
42307760,Ragnaraika Stag Sovereign,Link Monster
42421606,Number 85: Crazy Box,XYZ Monster
42566602,Coral Dragon,Synchro Tuner Monster
42589641,Stellarknight Triverr,XYZ Monster
42632209,Geomathmech Final Sigma,Synchro Monster
42711820,Scrap Warrior,Synchro Monster
42717221,Cyberse Clock Dragon,Fusion Monster
42741437,Exosister Mikailis,XYZ Monster
42752141,Evolzar Dolkka,XYZ Monster
42781164,Kewl Tune Track Maker,Synchro Tuner Monster
42810973,Junk Archer,Synchro Monster
42940335,Mimighoul Throne,XYZ Monster
43047672,Raidraptor - Final Fortress Falcon,XYZ Monster
43129357,Ragnaraika Skeletal Soldier,Link Monster
43143567,Fallen Angel of the Golden Land,Fusion Monster
43202238,"Yazi, Evil of the Yang Zing",Synchro Monster
43228023,Blue-Eyes Alternative Ultimate Dragon,Fusion Monster
43321985,Ancient Fairy Life Dragon,Synchro Monster
43355214,The Undying Legion,XYZ Monster
43366227,Seven Swords Warrior,Synchro Monster
43378048,Armityle the Chaos Phantasm,Fusion Monster
43385557,Magical Android,Synchro Monster
43387895,Supreme King Dragon Starving Venom,Fusion Monster
43490025,Number F0: Utopic Future Slash,XYZ Monster
43735670,Marincess Blue Slug,Link Monster
43886072,Prank-Kids Bow-Wow-Bark,Link Monster
43892408,Dark Magician Girl the Dragon Knight,Fusion Monster
43925870,Windmill Genex,Synchro Monster
43932460,Naturia Landoise,Synchro Monster
44035031,Gravity Warrior,Synchro Monster
44094981,Earthbound Servant Geo Gryphon,Synchro Monster
44097050,Mecha Phantom Beast Auroradon,Link Monster
44146295,Mirrorjade the Iceblade Dragon,Fusion Monster
44155002,The Fabled Unicore,Synchro Monster
44241999,Goblin Biker Troika Griare,XYZ Monster
44311445,Madolche Puddingcess Chocolat-a-la-Mode,XYZ Monster
44373896,Destruction Dragon,Fusion Monster
44376395,ASHLAN U1000,Link Monster
44405066,Red-Eyes Flare Metal Dragon,XYZ Monster
44478599,Sunavalon Melias,Link Monster
44505297,Inzektor Exa-Beetle,XYZ Monster
44508094,Stardust Dragon,Synchro Monster
44509529,Prank-Kids Weather Washer,Fusion Monster
44698398,Divine Golden Shadow Dragon Dragluxion,XYZ Monster
44708154,Ukiyoe-P.U.N.K. Amazing Dragon,Synchro Monster
44852429,D/D/D Cursed King Siegfried,Synchro Monster
45002991,Crusadia Equimax,Link Monster
45014450,Odd-Eyes Venom Dragon,Pendulum Effect Fusion Monster
45037489,Chevalier de Fleur,Synchro Monster
45112597,Worldsea Dragon Zealantis,Link Monster
45170821,Vision HERO Adoration,Fusion Monster
45215453,Vylon Delta,Synchro Monster
45231177,Flame Swordsman,Fusion Monster
45298492,Scarred Warrior,Synchro Monster
45349196,Archfiend Black Skull Dragon,Fusion Monster
45379225,Psychic Lifetrancer,Synchro Monster
45409943,Luce the Dusk's Dark,Fusion Monster
45420955,"Groza, Tyrant of Thunder",Synchro Monster
45445571,The Duke of Demise,Fusion Monster
45462149,Code Talker Inverted,Link Monster
45464587,Gold Pride - Eradicator,Synchro Monster
45500495,Queen of Thorns,Synchro Monster
45533023,Raidraptor - Blaze Falcon,XYZ Monster
45627618,Odd-Eyes Rebellion Dragon,XYZ Pendulum Effect Monster
45655875,Magikey Beast - Ansyalabolas,Fusion Monster
45716579,Earthbound Servant Geo Kraken,Fusion Monster
45742626,Pilgrim Reaper,XYZ Monster
45815891,Scrap Archfiend,Synchro Monster
45819647,"Selene, Queen of the Master Magicians",Link Monster
45852939,Eclipse Twins,XYZ Monster
45935145,"Wollow, Founder of the Drudge Dragons",XYZ Monster
46014517,Goblin Bikers Gone Bonkers,XYZ Monster
46057733,Shamisen Samsara Sorrowcat,Synchro Tuner Monster
46132282,Powered Inzektron,Synchro Monster
46174776,Azamina Moa Regina,Fusion Monster
46186135,Enlightenment Dragon,Fusion Monster
46195773,Turbo Warrior,Synchro Monster
46241344,Brotherhood of the Fire Fist - Eagle,Link Monster
46354113,Rocket Hermos Cannon,Fusion Monster
46396218,Azamina Ilia Silvia,Fusion Monster
46593546,D/D/D Deviser King Deus Machinex,XYZ Pendulum Effect Monster
46640168,Fiendsmith's Lacrima,Fusion Monster
46696593,Crimson Sunbird,Fusion Monster
46724542,Cyber Dragon Sieger,Link Monster
46759931,Vision HERO Trinity,Fusion Monster
46772449,Evilswarm Exciton Knight,XYZ Monster
46804536,Battlin' Boxer King Dempsey,XYZ Monster
46815301,"Askaan, the Bicorned Ghoti",Synchro Monster
46871387,Number 55: Gogogo Goliath,XYZ Monster
46895036,Ghostrick Dullahan,XYZ Monster
46935289,Herald of Mirage Lights,Link Monster
46947713,Transcode Talker,Link Monster
46956301,White Aura Porpoise,Synchro Monster
47017574,Number C92: Heart-eartH Chaos Dragon,XYZ Monster
47060528,Sakra Vendirage,XYZ Monster
47132793,"Blaze, Supreme Ruler of all Dragons",XYZ Monster
47158777,Protector Whelp of the Destruction Swordsman,Link Monster
47163170,Tri-Brigade Bearbrumm the Rampant Rampager,Link Monster
47172959,Yubel - The Loving Defender Forever,Fusion Monster
47195442,Wonky Quartet,XYZ Monster
47219274,Freki the Runick Fangs,Fusion Monster
47247792,Conduction Warrior Plasma Magnum,Fusion Monster
47349116,Timestar Magician,XYZ Monster
47363932,Scrap Wyvern,Link Monster
47387961,Number 8: Heraldic King Genom-Heritage,XYZ Monster
47395382,Fabled Ragin,Synchro Monster
47404795,Abyss Actor - Super Producer,Link Monster
47421985,Hydro Genex,Synchro Monster
47506081,Grenosaurus,XYZ Monster
47579719,Constellar Hyades,XYZ Monster
47611119,Gem-Knight Lady Lapis Lazuli,Fusion Monster
47674738,Adamancipator Risen - Leonite,Synchro Monster
47710198,Swordsoul Sinister Sovereign - Qixing Longyuan,Synchro Monster
47736165,Crystron Eleskeletus,Synchro Monster
47737087,Elemental HERO Rampart Blaster,Fusion Monster
47759571,Pitknight Earlie,Link Monster
47805931,Number 20: Giga-Brilliant,XYZ Monster
47910940,Marincess Great Bubble Reef,Link Monster
47946130,Gouki The Giant Ogre,Link Monster
48009503,Heroic Champion - Gandiva,XYZ Monster
48016074,Charmers of the Grand Circle,Fusion Monster
48063985,Ritual Beast Ulti-Cannahawk,Fusion Monster
48068378,Link Devotee,Link Monster
48156348,Gladiator Beast Gyzarus,Fusion Monster
48183890,Traptrix Atypus,Link Monster
48285768,Springans Merrymaker,XYZ Monster
48348921,Number C62: Neo Galaxy-Eyes Prime Photon Dragon,XYZ Monster
48370501,Vylon Sigma,Synchro Monster
48424886,El Shaddoll Grysta,Fusion Monster
48589580,Celestial Knightlord Parshath,Link Monster
48608796,Lyrilusc - Assembled Nightingale,XYZ Monster
48626373,Kashtira Arise-Heart,XYZ Monster
48654267,Supreme King Z-ARC - Synchro Universe,Synchro Pendulum Effect Monster
48658295,Lady's Dragonmaid,Fusion Monster
48736598,Codebreaker Virus Berserker,Link Monster
48739166,Number 101: Silent Honor ARK,XYZ Monster
48791583,Invoked Magellanica,Fusion Monster
48815792,"Hiita the Fire Charmer, Ablaze",Link Monster
48832775,Dinomorphia Kentregina,Fusion Monster
48835607,"Galatea-I, the Orcust Automaton",Link Monster
48882106,Toxic Boxfish,Synchro Monster
48891960,Dragunity Knight - Ascalon,Synchro Monster
48905153,Zoodiac Drident,XYZ Monster
48928529,Number 83: Galaxy Queen,XYZ Monster
48958757,Gladiator Beast Claudius,Fusion Monster
48995978,Number 88: Gimmick Puppet of Leo,XYZ Monster
48996569,Elemental HERO Grand Neos,Fusion Monster
